filename,num_edges,num_vertices,graph_density,num_colors_used_dsatur,dsatur_time,num_colors_used_sat,sat_time_matched_with_dsatur,sat_time,sat_best_solution_iteration_time
jean.col,508,80,0.08680792891319207,10,0.0024623999997857027,10,0.0025735999952303246,0.0025735999952303246,0.0024944000033428892
le450_15a.col,8168,450,0.08085127443702055,17,0.1644538000036846,15,0.1402589999997872,0.5337120999975014,0.33139820000360487
le450_15b.col,8169,450,0.08086117297698589,17,0.16336430000228574,15,0.14009449999866774,0.27967999999964377,0.0771251000041957
le450_15c.col,16680,450,0.16510764662212324,23,0.2677756999983103,22,0.8670506999987992,3.012511799999629,2.1454136000029393
le450_15d.col,16750,450,0.1658005444196981,24,0.2683199000020977,22,0.7311774000045261,2.875383500002499,1.9875773000021582
le450_25a.col,8260,450,0.08176194011383321,25,0.17504969999572495,25,0.13737050000054296,0.13737050000054296,0.13644080000085523
le450_25b.col,8263,450,0.08179163573372927,25,0.1713032999978168,25,0.12473940000199946,0.12473940000199946,0.12380390000180341
le450_25c.col,17343,450,0.17167037861915369,29,0.28655479999724776,26,0.4572483000010834,5.329261999999289,4.424559099999897
le450_25d.col,17425,450,0.1724820588963128,28,0.28315789999760455,27,0.7166537000011886,0.9426206999996793,0.22591020000254503
le450_5a.col,5714,450,0.056560257362039096,10,0.1228419999970356,8,0.05914160000247648,0.5051632000031532,0.41612529999838443
le450_5b.col,5734,450,0.0567582281613462,10,0.12585650000255555,5,0.09270409999589901,4.153035899995302,0.1274379000024055
le450_5c.col,9803,450,0.09703538728037614,11,0.17068429999926593,5,0.11138080000091577,0.45099130000016885,0.022235500000533648
le450_5d.col,9757,450,0.0965800544419698,12,0.17143639999994775,5,0.22040109999943525,1.4256069999973988,0.02636509999865666
miles1000.col,6432,128,0.3956692913385827,42,0.016900599999644328,42,0.3163457999980892,0.3163457999980892,0.22178050000366056
miles1500.col,10396,128,0.6395177165354331,73,0.023221399998874404,73,0.20460069999535335,0.20460069999535335,0.2041538000048604
miles250.col,774,128,0.049935483870967745,8,0.0057477999944239855,8,0.002947699998912867,0.002947699998912867,0.0028258000020287
miles500.col,2340,128,0.14394685039370078,20,0.00926929999695858,20,0.015469300000404473,0.015469300000404473,0.015292399999452755
