filename,num_edges,num_vertices,graph_density,num_colors_used_dsatur,dsatur_time,num_colors_used_sat,sat_time_matched_with_dsatur,sat_time,sat_best_solution_iteration_time
DSJR500.1.col,3555,500,0.028496993987975953,13,0.11778960000083316,12,0.03317800000513671,0.06582129999878816,0.03261319999728585
DSJR500.1c.col,121275,500,0.9721442885771543,90,1.6014133999997284,90,86.4344407000026,86.4344407000026,18.66310969999904
DSJR500.5.col,58862,500,0.47183967935871746,130,0.9213100999986636,131,41.39620259999356,41.39620259999356,13.744567999994615
fpsol2.i.1.col,11654,496,0.3233091050324585,65,0.11724790000153007,65,0.382857900003728,0.382857900003728,0.3819073999984539
fpsol2.i.2.col,8691,451,0.13227706497420208,30,0.1349199000032968,30,0.1425533000001451,0.1425533000001451,0.14170020000165096
fpsol2.i.3.col,8688,425,0.1322314049586777,30,0.1345110999973258,30,0.14321429999836255,0.14321429999836255,0.1423757000011392
games120.col,1276,120,0.08935574229691877,9,0.005867300002137199,9,0.004046899994136766,0.004046899994136766,0.00390960000368068
homer.col,3258,561,0.010558040054442932,13,0.11545479999767849,999,999,999,999
huck.col,602,74,0.1114402073306183,11,0.0022996999978204258,11,0.0030373999979929067,0.0030373999979929067,0.00295689999620663
inithx.i.1.col,18707,864,0.13916724321348597,54,0.3904965000037919,54,0.5114203000048292,0.5114203000048292,0.5098128000026918
inithx.i.2.col,13979,645,0.08995321840633708,31,0.3277864000046975,31,0.20414380000147503,0.20414380000147503,0.20281590000377037
inithx.i.3.col,13969,621,0.0895672636107745,31,0.32251710000127787,31,0.20334319999528816,0.20334319999528816,0.20200970000587404
jean.col,508,80,0.08680792891319207,10,0.002367400004004594,10,0.002602299995487556,0.002602299995487556,0.0025203999975929037
le450_15a.col,8168,450,0.08085127443702055,17,0.16574579999723937,15,0.14210360000288347,0.5426378999982262,0.33513479999965057
le450_15b.col,8169,450,0.08086117297698589,17,0.1634330000015325,15,0.1411623999956646,0.2793688999954611,0.07638319999387022
